week,ACCESS1.0,CanESM2,CCSM4,CNRM.CM5,CSIRO.Mk3.6.0,GFDL.ESM2G,inmcm4,MIROC5,MPI.ESM.LR,MRI-CGCM3,HadGEM2.CC,HadGEM2-ES,month,stweek,endweek,year,holiday,season,decade,cdd1,cdd2,cdd3,cdd4,cdd5,cdd6,cdd7,cdd8,cdd9,cdd10,cdd11,cdd12
1257,74.39996719,92.77496767,52.19996667,35.99996662,93.6749692,63.94996905,56.14996719,85.37496448,87.62496758,55.99996805,65.27496958,68.34996629,2,1/27/2034,2/2/2034,2034,0,Rainy,2040s,26,26,26,26,26,26,26,26,26,26,26,26
1258,63.39994442,76.04994607,42.79994506,88.87494683,58.12494481,39.14994472,79.92494512,21.04994425,89.92494678,74.74994409,84.4749459,19.39994457,2,2/3/2034,2/9/2034,2034,0,Rainy,2040s,25,25,25,25,25,25,25,25,25,25,25,25
1259,70.77495861,84.89995813,47.74995708,99.19995689,64.84995461,43.69995546,89.17495441,23.4499557,100.3749542,83.42495728,94.2749548,21.64995527,2,2/10/2034,2/16/2034,2034,0,Rainy,2040s,29,29,29,29,29,29,29,29,29,29,29,29
1260,38.67495608,46.39995551,26.09995484,54.19995737,35.42495513,23.89995623,48.72495556,12.79995537,54.84995747,45.54995584,51.49995661,11.82495522,2,2/17/2034,2/23/2034,2034,0,Rainy,2040s,29,29,29,29,29,29,29,29,29,29,29,29
1261,50.22492242,68.47492242,47.14992344,81.42492437,40.17492247,38.37492228,48.69992256,39.67492318,56.34992313,56.09992146,56.72492218,42.34992188,3,2/24/2034,3/2/2034,2034,0,Rainy,2040s,28,28,28,28,28,28,28,28,28,28,28,28
1262,58.77492189,90.24992275,71.32492328,108.7999239,39.99992275,53.89992237,39.24992239,74.4499228,47.89992332,61.87492228,54.07492161,82.44992375,3,3/3/2034,3/9/2034,2034,0,Rainy,2040s,24,24,24,24,24,24,24,24,24,24,24,24
1263,4.924988747,7.574988842,5.999989033,9.149989128,3.349988937,4.524989128,3.299988985,6.249989033,4.024988651,5.199988842,4.549988747,6.924988747,3,3/10/2034,3/16/2034,2034,0,Rainy,2040s,26,26,26,26,26,26,26,26,26,26,26,26
1264,61.42495584,94.34995461,74.59995556,113.7499561,41.82495642,56.32495642,40.99995565,77.84995604,50.09995699,64.62495613,56.5249567,86.1499567,3,3/17/2034,3/23/2034,2034,0,Rainy,2040s,29,29,29,29,29,29,29,29,29,29,29,29
1265,88.77492189,136.2999215,107.774924,164.3499289,60.39992261,81.39992094,59.24992192,112.4749248,72.37492251,93.44992375,81.67492437,124.5249212,3,3/24/2034,3/30/2034,2034,0,Rainy,2040s,25,25,25,25,25,25,25,25,25,25,25,25
1266,104.9999335,45.87493515,31.59993386,48.39993501,72.44993329,53.37493491,48.92493331,41.22493446,34.99993372,13.89993298,15.27493316,51.87493348,4,3/31/2034,4/6/2034,2034,0,Dry,2040s,18,18,18,18,18,18,18,18,18,18,18,18
1267,80.74997044,32.54996729,22.02496624,33.77496719,55.69996643,40.02496529,37.09996796,29.59996676,25.72496676,8.424966574,9.849966764,37.64996719,4,4/7/2034,4/13/2034,2034,1,Dry,2040s,20,20,20,20,20,20,20,20,20,20,20,20
1268,156.049963,62.89996529,42.59996867,65.27496719,107.6499705,77.32496405,71.72496939,57.14996696,49.72496819,16.29996645,19.04996586,72.79996729,4,4/14/2034,4/20/2034,2034,0,Dry,2040s,20,20,20,20,20,20,20,20,20,20,20,20
1269,66.02493596,26.59993315,18.0249337,27.62493336,45.5499332,32.69993377,30.37493336,24.14993262,21.07493293,6.874933004,8.049932986,30.7999332,4,4/21/2034,4/27/2034,2034,0,Dry,2040s,20,20,20,20,20,20,20,20,20,20,20,20
1270,51.74994469,27.14994431,65.49994504,57.8499459,49.82494378,86.94994688,72.37494421,54.77494419,114.3499424,61.22494641,67.17494607,23.49994421,5,4/28/2034,5/4/2034,2034,0,Dry,2040s,20,20,20,20,20,20,20,20,20,20,20,20
1271,23.72497845,13.87497783,41.72497678,34.77497792,26.04997849,53.82497692,44.27497959,33.27497745,74.77497816,40.79997826,44.6999774,10.64997756,5,5/5/2034,5/11/2034,2034,0,Dry,2040s,25,25,25,25,25,25,25,25,25,25,25,25
1272,22.57495618,13.19995558,39.72495651,33.09995508,24.79995549,51.27495599,42.12495518,31.67495632,71.17495394,38.84995627,42.52495718,10.12495548,5,5/12/2034,5/18/2034,2034,0,Dry,2040s,24,24,24,24,24,24,24,24,24,24,24,24
1273,15.59996605,9.124966502,27.42496777,22.8749671,17.14996648,35.42496681,29.12496758,21.89996696,49.1749692,26.84996605,29.37496614,6.99996686,5,5/19/2034,5/25/2034,2034,1,Dry,2040s,23,23,23,23,23,23,23,23,23,23,23,23
1274,2.449988842,4.799988747,1.824988842,1.249988794,4.049988747,2.074988842,3.824988842,3.64998889,1.674988866,2.124988794,1.699988842,2.249988794,6,5/26/2034,6/1/2034,2034,0,Dry,2040s,30,30,30,30,30,30,30,30,30,30,30,30
1275,9.799955606,19.19995522,7.349955559,5.049955428,16.22495544,8.299955487,15.29995513,14.62495589,6.699955404,8.549955487,6.799955189,9.02495563,6,6/2/2034,6/8/2034,2034,0,Dry,2040s,30,30,30,30,30,30,30,30,30,30,30,30
1276,0.574988842,1.124988794,0.424988836,0.299988836,0.949988842,0.474988818,0.89998883,0.849988818,0.39998883,0.499988824,0.39998883,0.52498883,6,6/9/2034,6/15/2034,2034,0,Dry,2040s,33,33,33,33,33,33,33,33,33,33,33,33
1277,50.37493396,98.74993539,37.79993379,26.02493346,83.52493334,42.74993348,78.77493191,75.14993382,34.5499332,43.84993374,34.89993358,46.39993358,6,6/16/2034,6/22/2034,2034,0,Dry,2040s,33,33,33,33,33,33,33,33,33,33,33,33
1278,20.27492228,39.72492266,15.22492191,10.44992182,33.57492173,17.19992229,31.69992274,30.22492218,13.87492216,17.62492189,14.04992211,18.67492175,6,6/23/2034,6/29/2034,2034,0,Dry,2040s,30,30,30,30,30,30,30,30,30,30,30,30
1279,19.07497776,3.274977684,5.949977756,11.84997776,6.67497766,39.79997969,22.74997735,25.77497816,17.74997777,13.42497814,4.899977744,17.49997777,7,6/30/2034,7/6/2034,2034,1,Dry,2040s,31,31,31,31,31,31,31,31,31,31,31,31
1280,41.42493391,3.14993301,11.97493327,25.94993353,11.59993321,89.17493486,48.64993238,55.64993429,39.12493372,28.74993324,9.6499331,37.99993348,7,7/7/2034,7/13/2034,2034,0,Dry,2040s,30,30,30,30,30,30,30,30,30,30,30,30
1281,23.19995522,1.724955305,6.699955344,14.52495563,6.499955356,49.94995594,27.24995565,31.19995546,21.89995587,16.0999558,5.399955451,21.27495551,7,7/14/2034,7/20/2034,2034,0,Dry,2040s,29,30,29,29,29,29,29,29,29,29,29,29
1282,0,0,0,0,0,0,0,0,0,0,0,0,7,7/21/2034,7/27/2034,2034,0,Dry,2040s,29,31,29,29,29,29,29,29,29,29,29,29
1283,8.024989128,0.599988818,2.324988842,5.024989128,2.249988794,17.24998856,9.399989128,10.77498913,7.574988842,5.574988842,1.874988794,7.349988937,8,7/28/2034,8/3/2034,2034,0,Dry,2040s,31,33,31,31,31,31,31,31,31,31,31,31
1284,0,0,0,0,0,0,0,0,0,0,0,0,8,8/4/2034,8/10/2034,2034,0,Dry,2040s,33,35,33,33,33,33,33,33,33,33,33,33
1285,0,0,0,0,0,0,0,0,0,0,0,0,8,8/11/2034,8/17/2034,2034,0,Dry,2040s,36,38,36,36,36,36,36,36,36,36,36,36
1286,0,0,0,0,0,0,0,0,0,0,0,0,8,8/18/2034,8/24/2034,2034,0,Dry,2040s,42,44,42,42,42,42,42,42,42,42,42,42
1287,71.22497749,22.19997835,60.24997711,16.14997768,25.17497826,40.99997807,66.79997826,187.0749779,82.77498055,87.52497864,89.69998169,87.07497978,8,8/25/2034,8/31/2034,2034,0,Dry,2040s,46,48,46,46,46,46,46,46,46,46,46,46
1288,0,0,0,0,0,0,0,0,0,0,0,0,9,9/1/2034,9/7/2034,2034,1,Dry,2040s,48,50,48,48,48,48,48,48,48,48,48,48
1289,86.89998055,104.4749794,64.32497787,35.62497902,23.84997749,58.99998093,14.87497807,39.27497864,1.274977684,12.7999773,58.94997787,75.49997902,9,9/8/2034,9/14/2034,2034,0,Dry,2040s,52,54,52,52,52,52,52,52,52,52,52,52
1290,110.0249786,132.2999763,81.44997978,45.12497902,30.22497749,74.7249794,18.82497787,49.72497749,1.624977708,16.19997787,74.64998055,95.62498093,9,9/15/2034,9/21/2034,2034,0,Dry,2040s,54,55,54,54,54,54,54,54,54,54,54,54
1291,24.77499008,29.77499008,18.32498932,10.14998913,6.799988747,16.82498932,4.249989033,11.19998932,0.374988824,3.64998889,16.7999897,21.52499008,9,9/22/2034,9/28/2034,2034,0,Dry,2040s,53,53,53,53,53,53,53,53,53,53,53,53
1292,61.37495804,118.9749589,54.54995489,46.74995625,42.74995548,50.72495472,116.8999519,99.17495775,78.22495627,54.99995637,131.9749579,71.34995782,10,9/29/2034,10/5/2034,2034,0,Rainy,2040s,53,53,53,53,53,53,53,53,53,53,53,53
1293,55.52495682,107.6499596,49.37495697,42.32495427,38.6999557,45.89995563,105.7499554,89.72495818,70.74995518,49.72495592,119.449959,64.57495499,10,10/6/2034,10/12/2034,2034,1,Rainy,2040s,49,49,49,49,49,49,49,49,49,49,49,49
1294,0,0,0,0,0,0,0,0,0,0,0,0,10,10/13/2034,10/19/2034,2034,0,Rainy,2040s,45,45,45,45,45,45,45,45,45,45,45,45
1295,19.34997773,37.49997902,17.17497778,14.72497773,13.47497797,15.99997807,36.84997797,31.27497911,24.64997864,17.32497787,41.59997845,22.4999783,10,10/20/2034,10/26/2034,2034,0,Rainy,2040s,45,45,45,45,45,45,45,45,45,45,45,45
1296,149.8749197,243.8999195,176.3499281,144.8749225,145.4999256,149.6749244,280.5249224,270.4999247,230.1749215,118.9499224,348.4249308,173.7499228,11,10/27/2034,11/2/2034,2034,0,Rainy,2040s,43,43,43,43,43,43,43,43,43,43,43,43
1297,0,0,0,0,0,0,0,0,0,0,0,0,11,11/3/2034,11/9/2034,2034,0,Rainy,2040s,38,38,38,38,38,38,38,38,38,38,38,38
1298,42.17496872,24.224967,90.49996376,69.82496881,79.92496681,66.57496548,74.14996862,102.8999672,101.8499641,18.89996672,122.6749659,48.32496595,11,11/10/2034,11/16/2034,2034,1,Rainy,2040s,40,40,40,40,40,40,40,40,40,40,40,40
1299,60.44994378,34.72494502,129.674943,100.0749461,114.524943,95.39994648,106.2499436,147.424947,145.9499448,27.07494515,175.7749516,69.27494514,11,11/17/2034,11/23/2034,2034,0,Rainy,2040s,37,38,37,37,37,37,37,37,37,38,37,37
1300,64.74994373,37.19994497,138.8999424,107.1499443,122.6749468,102.1499453,113.7999477,157.9249468,156.3249454,28.97494483,188.2749481,74.19994545,11,11/24/2034,11/30/2034,2034,0,Rainy,2040s,35,36,35,35,35,35,35,35,35,36,35,35
1301,10.72493309,77.2249341,32.94993234,54.54993439,56.6499331,52.97493339,68.0999341,58.1749351,43.2999326,39.59993398,57.57493436,43.77493274,12,12/1/2034,12/7/2034,2034,0,Rainy,2040s,31,32,31,31,31,31,31,31,31,32,31,31
1302,15.17493296,109.3999343,46.69993281,77.24993324,80.27493215,75.09993505,96.47493339,82.37493467,61.27493262,56.09993291,81.54993343,62.02493262,12,12/8/2034,12/14/2034,2034,0,Rainy,2040s,31,32,31,31,31,31,31,31,31,32,31,31
1303,21.99992162,158.2749219,67.5999217,111.7999253,116.0999246,108.6249256,139.5749221,119.1999218,88.67492366,81.19992304,117.9999225,89.77492237,12,12/15/2034,12/21/2034,2034,0,Rainy,2040s,26,27,26,26,26,26,26,26,26,27,26,26
1304,19.77493352,142.424933,60.82493317,100.5749347,104.4249361,97.74993467,125.5749321,107.2499356,79.77493382,73.09993529,106.1749339,80.74993563,12,12/22/2034,12/28/2034,2034,1,Rainy,2040s,19,20,19,19,19,19,19,19,19,20,19,19
1305,159.9249449,101.4749432,167.5249443,176.4249439,181.3749447,132.9249458,223.8249474,157.6749477,198.8999443,174.1249466,116.9249458,120.4999485,12,12/29/2034,1/4/2035,2034,1,Rainy,2040s,20,21,20,20,20,20,20,20,20,21,20,20
1306,56.87495708,21.79995513,55.1999557,54.09995699,55.52495646,38.34995651,68.82495522,46.4499557,64.6999557,56.24995661,31.52495611,35.62495613,1,1/5/2035,1/11/2035,2035,0,Rainy,2040s,17,18,17,17,17,17,17,17,17,18,17,17
1307,39.92494392,15.29994464,38.72494507,37.99994397,38.94994521,26.89994419,48.32494402,32.59994459,45.37494612,39.52494526,22.12494469,25.02494419,1,1/12/2035,1/18/2035,2035,0,Rainy,2040s,13,14,13,13,13,13,13,13,13,14,13,13
1308,112.324935,43.02493334,108.9249344,106.7999363,109.549933,75.67493534,135.8999329,91.6999321,127.699935,111.1249342,62.22493362,70.34993315,1,1/19/2035,1/25/2035,2035,0,Rainy,2040s,15,15,15,15,15,15,15,15,15,15,15,15
1309,42.84995604,18.79995584,41.37495553,42.49995494,42.94995594,30.02495527,57.42495632,36.17495656,49.32495618,43.17495632,24.69995618,29.3249557,2,1/26/2035,2/1/2035,2035,0,Rainy,2040s,14,14,14,14,14,14,14,14,14,14,14,14
1310,21.49994493,32.77494526,19.22494471,38.84994543,32.99994469,26.39994502,84.0499444,30.14994526,31.0499438,29.47494435,22.04994452,39.19994426,2,2/2/2035,2/8/2035,2035,0,Rainy,2040s,15,15,15,15,15,15,15,15,15,15,15,15
1311,77.19992447,117.6249251,69.04992342,139.5749218,118.5499241,94.7749238,301.7999239,108.2499235,111.5249231,105.8999255,79.17492318,140.7749205,2,2/9/2035,2/15/2035,2035,0,Rainy,2040s,15,15,15,15,15,15,15,15,15,15,15,15
1312,34.62494493,52.72494507,30.97494447,62.54994583,53.14994526,42.49994528,135.2749467,48.5249449,49.97494495,47.44994473,35.4999454,63.14994454,2,2/16/2035,2/22/2035,2035,0,Rainy,2040s,16,16,16,16,16,16,16,16,16,16,16,16
1313,44.64993262,61.87493491,34.97493303,72.99993515,62.24993324,51.52493417,147.0249362,61.67493522,60.99993348,55.39993465,42.6749332,74.4999342,3,2/23/2035,3/1/2035,2035,0,Rainy,2040s,16,16,16,16,16,16,16,16,16,16,16,16
1314,42.89996886,28.599967,8.874966443,31.44996715,27.94996738,32.84996676,2.649966463,54.39996767,41.19996858,23.94996667,25.57496786,36.64996672,3,3/2/2035,3/8/2035,2035,0,Rainy,2040s,17,17,17,17,17,17,18,17,17,17,17,17
1315,67.94997978,45.29997826,14.04997778,49.79997826,44.29997826,52.04997826,4.199977756,86.17498016,65.24997902,37.9249773,40.52497864,58.04997826,3,3/9/2035,3/15/2035,2035,0,Rainy,2040s,19,19,19,19,19,19,20,19,19,19,19,19
1316,106.7249441,71.14994717,22.07494426,78.1749444,69.57494354,81.6999464,6.62494418,135.349946,102.4749451,59.52494454,63.67494631,91.17494535,3,3/16/2035,3/22/2035,2035,0,Rainy,2040s,19,19,19,19,19,19,20,19,19,19,19,19
1317,2.349988937,1.549988866,0.474988818,1.724988818,1.52498889,1.799988866,0.14998883,2.974988937,2.249988794,1.299988866,1.39998889,1.999988794,3,3/23/2035,3/29/2035,2035,1,Rainy,2040s,25,25,25,25,25,25,26,25,25,25,25,25
1318,66.72496796,50.77496624,16.67496681,56.54996777,63.24996758,52.224967,14.69996667,83.97496605,63.77496815,40.22496605,52.92496586,58.14996719,4,3/30/2035,4/5/2035,2035,0,Dry,2040s,26,26,26,26,26,26,28,26,26,26,26,26
1319,50.32495594,52.69995642,19.14995527,60.22495604,93.07495499,41.97495651,35.47495604,61.79995632,47.39995527,37.19995594,70.19995785,46.49995565,4,4/6/2035,4/12/2035,2035,0,Dry,2040s,26,26,26,26,26,26,28,26,26,26,26,26
1320,79.92493522,83.77493393,30.42493325,95.64993405,147.9249341,66.67493391,56.29993367,98.19993508,75.29993367,59.04993469,111.5249345,73.87493396,4,4/13/2035,4/19/2035,2035,0,Dry,2040s,28,28,28,28,28,28,30,28,28,28,28,28
1321,14.67496681,15.39996696,5.599966526,17.54996657,27.17496681,12.22496653,10.34996653,18.02496648,13.82496667,10.84996653,20.47496653,13.57496667,4,4/20/2035,4/26/2035,2035,0,Dry,2040s,28,28,28,28,28,28,30,28,28,28,28,28
1322,25.099967,25.37496591,34.14996767,12.14996648,16.8749671,17.79996634,23.94996691,14.8749665,15.99996686,19.27496672,38.69996738,18.52496624,5,4/27/2035,5/3/2035,2035,0,Dry,2040s,33,33,33,33,33,33,35,33,33,33,33,33
1323,6.324988842,6.399989128,8.624988556,3.074988842,4.249989033,4.499989033,6.024989128,3.749988794,4.049988747,4.849988937,9.749988556,4.674988747,5,5/4/2035,5/10/2035,2035,0,Dry,2040s,32,32,32,32,32,32,33,32,32,32,32,32
1324,34.34993386,34.74993408,46.79993415,16.62493342,23.12493324,24.37493312,32.77493346,20.44993341,21.94993329,26.3749336,52.99993467,25.32493305,5,5/11/2035,5/17/2035,2035,0,Dry,2040s,32,32,32,32,32,32,33,32,32,32,32,32
1325,3.349977612,3.399977684,4.54997766,1.624977708,2.249977708,2.374977708,3.199977636,1.999977708,2.124977648,2.574977696,5.174977779,2.474977672,5,5/18/2035,5/24/2035,2035,1,Dry,2040s,32,32,32,32,32,32,33,32,32,32,32,32
1326,98.34995747,99.49995661,133.8249562,47.5999552,66.17495739,69.77495837,93.74995518,58.37495756,62.72495651,75.49995804,151.6749539,72.52495468,5,5/25/2035,5/31/2035,2035,0,Dry,2040s,31,31,31,31,31,31,32,31,31,31,31,31
1327,28.94996667,22.57496715,38.42496753,18.74996638,19.77496648,20.79996622,19.59996629,82.02496815,53.14996719,59.74996662,31.49996781,30.99996614,6,6/1/2035,6/7/2035,2035,0,Dry,2040s,31,31,31,31,31,31,31,31,31,31,31,31
1328,14.54995584,11.32495546,19.24995577,9.424955547,9.924955726,10.39995575,9.824955463,41.09995532,26.64995599,29.97495556,15.79995561,15.54995549,6,6/8/2035,6/14/2035,2035,0,Dry,2040s,31,31,31,31,31,31,31,31,31,31,31,31
1329,24.12495565,18.82495499,31.99995565,15.64995563,16.4499557,17.32495546,16.34995532,68.34995556,44.27495575,49.79995537,26.2249558,25.84995604,6,6/15/2035,6/21/2035,2035,0,Dry,2040s,33,33,33,33,33,33,33,33,33,33,33,33
1330,17.94994438,13.99994433,23.82494473,11.64994407,12.22494435,12.87494445,12.14994419,50.79994488,32.94994473,37.04994488,19.52494454,19.22494471,6,6/22/2035,6/28/2035,2035,0,Dry,2040s,31,31,31,31,31,31,31,31,31,31,31,31
1331,3.624966502,3.299966544,7.799966574,2.624966457,3.724966645,5.274966598,3.599966496,13.27496719,9.349966764,9.999966621,6.249966741,6.549966753,7,6/29/2035,7/5/2035,2035,1,Dry,2040s,30,30,30,30,30,30,30,30,30,30,30,30
1332,5.499944229,9.124944143,37.54994544,6.374944136,16.49994384,31.19994485,15.42494388,45.949945,37.19994459,36.74994487,29.39994353,32.94994465,7,7/6/2035,7/12/2035,2035,0,Dry,2040s,30,29,29,30,29,29,29,29,29,29,29,29
1333,3.149955332,5.274955213,21.64995551,3.649955422,9.499955475,17.99995565,8.874955416,26.49995637,21.4499557,21.19995546,16.94995546,19.02495599,7,7/13/2035,7/19/2035,2035,0,Dry,2040s,29,28,26,29,27,26,27,26,26,26,26,26
1334,1.44996652,2.424966544,9.924966693,1.69996655,4.349966526,8.224966645,4.07496655,12.12496626,9.799966455,9.699966669,7.749966741,8.674966812,7,7/20/2035,7/26/2035,2035,0,Dry,2040s,30,29,27,30,28,27,28,27,27,27,27,27
1335,4.224977612,6.999977827,28.72497845,4.849977732,12.62497807,23.87497807,11.77497816,35.17497921,28.44997692,28.09997845,22.47497845,25.22497845,8,7/27/2035,8/2/2035,2035,0,Dry,2040s,30,29,27,30,28,27,28,27,27,27,27,27
1336,0,0,0,0,0,0,0,0,0,0,0,0,8,8/3/2035,8/9/2035,2035,0,Dry,2040s,34,33,31,34,32,31,32,31,31,31,31,31
1337,1.249955321,2.949955363,1.524955297,1.824955339,1.749955321,5.624955423,4.349955305,6.699955352,5.624955423,1.524955297,7.349955469,2.224955315,8,8/10/2035,8/16/2035,2035,0,Dry,2040s,37,36,34,37,35,34,35,34,34,34,34,34
1338,2.624944145,6.124944255,3.174944181,3.799944196,3.624944109,11.69994423,9.024944276,13.9499446,11.64994416,3.124944169,15.24994437,4.649944156,8,8/17/2035,8/23/2035,2035,0,Dry,2040s,38,36,35,38,36,34,35,34,34,35,34,35
1339,7.049921837,16.59992194,8.599921778,10.274922,9.799921766,31.64992227,24.37492166,37.67492306,31.47492208,8.499921754,41.29992202,12.49992188,8,8/24/2035,8/30/2035,2035,0,Dry,2040s,38,35,35,38,36,33,34,33,33,35,33,35
1340,0,0,0,0,0,0,0,0,0,0,0,0,9,8/31/2035,9/6/2035,2035,1,Dry,2040s,37,35,37,37,37,34,35,34,34,37,34,37
1341,2.274966545,29.14996636,31.07496667,12.29996687,10.97496688,23.92496693,31.19996667,6.57496652,3.499966443,28.09996724,26.64996636,12.59996659,9,9/7/2035,9/13/2035,2035,0,Dry,2040s,41,38,40,40,40,37,38,37,38,40,37,40
1342,8.649955571,109.9249539,117.1749563,46.29995441,41.34995651,90.3249588,117.6249537,24.82495463,13.12495589,105.8999548,100.4999566,47.49995661,9,9/14/2035,9/20/2035,2035,0,Dry,2040s,41,38,40,40,40,37,38,37,38,40,37,40
1343,1.449977711,18.57497787,19.82497859,7.824977696,6.999977767,15.27497816,19.89997745,4.17497772,2.199977696,17.8999784,16.97497821,8.024977922,9,9/21/2035,9/27/2035,2035,0,Dry,2040s,42,38,40,40,40,37,38,37,38,40,37,40
1344,0,0,0,0,0,0,0,0,0,0,0,0,10,9/28/2035,10/4/2035,2035,0,Rainy,2040s,42,38,40,40,40,37,38,37,38,40,37,40
1345,21.12497735,14.79997802,13.02497792,21.34997821,26.82497835,49.62497759,10.99997759,36.74997807,40.19997883,1.324977621,36.34997749,18.0249784,10,10/5/2035,10/11/2035,2035,1,Rainy,2040s,42,38,40,40,40,37,38,37,38,40,37,40
1346,48.37498856,33.87498856,29.7999897,48.92498779,61.44998932,113.6499939,25.14999008,84.17498779,92.09999084,3.074988842,83.19998932,41.24998856,10,10/12/2035,10/18/2035,2035,0,Rainy,2040s,42,39,40,40,40,38,39,38,39,41,38,40
1347,90.22495413,63.19995642,55.6249578,91.2999568,114.6499548,212.0249557,46.97495484,157.0499573,171.8249588,5.724955529,155.1999578,76.97495651,10,10/19/2035,10/25/2035,2035,0,Rainy,2040s,44,41,42,42,42,40,41,40,41,43,40,42
1348,159.2249663,111.5249718,98.12496996,161.0749633,202.3249683,374.1249828,82.82496899,277.1249669,303.1749606,10.07496644,273.8749621,135.8499663,11,10/26/2035,11/1/2035,2035,0,Rainy,2040s,45,43,43,43,43,43,43,43,44,45,43,43
1349,47.47496748,24.89996696,13.67496657,12.69996643,49.47496653,34.62496662,13.04996705,50.72496796,19.224967,53.72496605,10.97496676,33.27496624,11,11/2/2035,11/8/2035,2035,0,Rainy,2040s,43,41,41,41,41,41,41,41,42,43,41,41
1350,60.04999161,31.47498894,17.2999897,16.0499897,62.57498932,43.79998779,16.49998856,64.14998627,24.2999897,67.92498779,13.89998913,42.09999084,11,11/9/2035,11/15/2035,2035,1,Rainy,2040s,44,43,43,43,43,43,43,43,43,45,43,43
1351,406.2999439,213.0499458,117.074945,108.6249452,423.3749428,296.349947,111.7249451,434.1499443,164.3999434,459.6499386,93.97494459,284.8249454,11,11/16/2035,11/22/2035,2035,0,Rainy,2040s,44,43,43,43,43,43,43,43,43,45,43,43
1352,84.47495747,44.29995632,24.34995556,22.5749557,88.04995728,61.6499567,23.2249558,90.24995518,34.19995499,95.57495785,19.52495527,59.22495651,11,11/23/2035,11/29/2035,2035,0,Rainy,2040s,41,41,41,41,41,41,41,41,41,43,41,41
1353,129.449923,90.9249227,127.4749236,78.74992275,129.2999241,129.1499231,61.77492273,119.4749227,164.6249237,201.8749228,92.17492414,108.7999249,12,11/30/2035,12/6/2035,2035,0,Rainy,2040s,37,37,37,37,37,37,37,37,37,39,37,37
1354,102.124958,75.27495575,114.6249561,69.0249548,101.0749569,107.2249575,52.82495546,91.34995461,147.3249569,167.7999573,82.39995861,88.62495804,12,12/7/2035,12/13/2035,2035,0,Rainy,2040s,31,31,31,31,31,31,31,31,31,32,31,31
1355,5.449977756,4.024977803,6.124977708,3.674977779,5.42497766,5.724977612,2.824977636,4.874977708,7.874977589,8.974977732,4.399977803,4.749977827,12,12/14/2035,12/20/2035,2035,0,Rainy,2040s,30,30,30,30,30,30,30,30,30,31,30,30
1356,156.8999367,115.6749349,176.1249352,106.0249331,155.2999358,164.7749362,81.14993429,140.3249354,226.3499351,257.8999357,126.5999374,136.1999359,12,12/21/2035,12/27/2035,2035,1,Rainy,2040s,29,29,29,29,29,29,29,29,29,30,29,29
1357,8.274955273,15.64995551,12.52495551,9.72495532,11.72495556,13.89995575,13.42495549,15.12495565,20.49995518,15.14995575,16.64995527,12.04995537,12,12/28/2035,1/3/2036,2035,1,Rainy,2040s,27,27,27,27,27,27,27,27,27,27,27,27
1358,0,0,0,0,0,0,0,0,0,0,0,0,1,1/4/2036,1/10/2036,2036,0,Rainy,2040s,27,27,27,27,27,27,27,27,27,27,27,27
1359,125.8249223,414.7999182,249.9999263,223.4249289,243.0499299,307.52493,372.0999227,372.7999234,469.7499237,259.5749238,437.4749298,272.7499299,1,1/11/2036,1/17/2036,2036,0,Rainy,2040s,27,27,27,27,27,27,27,27,27,27,27,27
1360,0,0,0,0,0,0,0,0,0,0,0,0,1,1/18/2036,1/24/2036,2036,0,Rainy,2040s,28,28,28,28,28,28,28,28,28,28,28,28
1361,7.049977541,23.27497768,14.04997754,12.54997778,13.64997768,17.27497792,20.89997864,20.94997787,26.37497807,14.57497787,24.5499773,15.32497811,1,1/25/2036,1/31/2036,2036,0,Rainy,2040s,31,31,31,31,31,31,31,31,31,31,31,31
1362,122.774936,69.52493513,55.94993305,35.87493324,92.64993525,86.52493572,87.42493296,128.9749351,66.19993496,38.49993396,202.6499319,61.82493377,2,2/1/2036,2/7/2036,2036,0,Rainy,2040s,32,32,32,32,32,32,32,32,32,32,32,32
1363,22.67494464,12.84994429,10.32494444,6.624944091,17.09994435,15.97494471,16.14994431,23.79994476,12.24994421,7.099944293,37.42494512,11.39994419,2,2/8/2036,2/14/2036,2036,0,Rainy,2040s,33,33,33,33,33,33,33,33,33,33,33,33
1364,116.4249253,65.94992268,53.0749222,34.02492243,87.82492435,82.02492332,82.89992332,122.2749217,62.82492304,36.4999218,192.1749256,58.64992237,2,2/15/2036,2/21/2036,2036,0,Rainy,2040s,29,29,29,29,29,29,29,29,29,29,29,29
1365,71.34993553,40.39993304,32.499933,20.82493298,53.82493323,50.27493456,50.79993358,74.92493379,38.4749327,22.34993304,117.7499328,35.89993334,2,2/22/2036,2/28/2036,2036,0,Rainy,2040s,26,26,26,27,26,26,26,26,26,26,26,26
1366,0,0,0,0,0,0,0,0,0,0,0,0,3,2/29/2036,3/6/2036,2036,0,Rainy,2040s,27,27,27,28,27,27,27,27,27,27,27,27
1367,19.27496648,33.89996719,33.224967,24.84996653,16.94996691,28.49996638,26.44996715,39.44996691,13.59996712,18.99996662,11.09996653,22.49996734,3,3/7/2036,3/13/2036,2036,0,Rainy,2040s,27,27,27,28,27,27,27,27,27,27,27,27
1368,60.82493389,106.9999337,104.7999326,78.39993536,53.44993514,89.94993323,83.39993513,124.4999354,42.92493376,59.92493474,35.04993331,71.04993379,3,3/14/2036,3/20/2036,2036,0,Rainy,2040s,28,28,28,29,28,28,28,28,28,28,28,28
