week,ACCESS1.0,CanESM2,CCSM4,CNRM.CM5,CSIRO.Mk3.6.0,GFDL.ESM2G,inmcm4,MIROC5,MPI.ESM.LR,MRI-CGCM3,HadGEM2.CC,HadGEM2-ES,month,stweek,endweek,year,holiday,season,decade,cdd1,cdd2,cdd3,cdd4,cdd5,cdd6,cdd7,cdd8,cdd9,cdd10,cdd11,cdd12
3550,52.89993382,101.6249342,8.199932933,33.12493253,63.09993362,16.89993274,58.64993429,68.54993534,55.09993458,76.32493448,113.2499323,53.27493334,1,1/7/2078,1/13/2078,2078,0,Rainy,2080s,19,19,19,19,19,19,19,19,19,19,19,19
3551,105.4749217,202.6249228,16.32492214,66.02492332,125.7749209,33.6749227,116.9749231,136.6749249,109.824924,152.1999235,225.8499241,106.1999216,1,1/14/2078,1/20/2078,2078,0,Rainy,2080s,18,18,18,18,18,18,18,18,18,18,18,18
3552,157.8499317,303.1749392,24.44993347,98.79993558,188.1999335,50.39993429,174.9999371,204.4999394,164.2749338,227.7249393,337.8999481,158.8499336,1,1/21/2078,1/27/2078,2078,0,Rainy,2080s,18,18,18,18,18,18,18,18,18,18,18,18
3553,108.0749667,66.59996784,48.42496669,29.19996655,82.22496676,44.72496819,55.74996865,55.64996636,55.62496674,45.62496829,49.14996743,48.62496746,2,1/28/2078,2/3/2078,2078,0,Rainy,2080s,17,17,17,17,17,17,17,17,17,17,17,17
3554,11.4999783,7.074977875,5.149977684,3.099977612,8.72497797,4.749977708,5.899977446,5.899977446,5.899977446,4.849977732,5.224977851,5.149977684,2,2/4/2078,2/10/2078,2078,0,Rainy,2080s,18,18,18,18,18,18,18,18,18,18,18,18
3555,116.5749702,71.84996986,52.24996662,31.474967,88.6499691,48.24996662,60.12496662,60.02496815,59.99996853,49.17496681,52.99996662,52.44996738,2,2/11/2078,2/17/2078,2078,0,Rainy,2080s,21,21,21,21,21,21,21,21,21,21,21,21
3556,28.07498932,17.2999897,12.57498932,7.599988937,21.34998894,11.62498856,14.47498894,14.44998932,14.44998932,11.84998894,12.77498913,12.62498856,2,2/18/2078,2/24/2078,2078,0,Rainy,2080s,25,25,25,25,25,25,25,25,25,25,25,25
3557,233.5999489,145.8749456,105.4499464,68.09994555,176.4749479,96.97494745,117.3249446,121.6749454,122.9499464,98.62494373,105.6749463,104.9749455,3,2/25/2078,3/3/2078,2078,0,Rainy,2080s,26,26,26,26,26,26,26,26,26,26,26,26
3558,144.8249345,118.8749347,77.14993477,116.3249342,91.47493386,64.9999342,25.89993364,96.27493477,117.0749357,61.64993322,57.37493408,63.02493405,3,3/4/2078,3/10/2078,2078,0,Rainy,2080s,26,26,26,26,26,26,26,26,26,26,26,26
3559,118.074934,96.94993305,62.89993286,94.82493532,74.54993176,52.97493386,21.12493303,78.47493422,95.44993532,50.19993365,46.77493346,51.37493271,3,3/11/2078,3/17/2078,2078,0,Rainy,2080s,24,24,24,24,24,24,24,24,24,24,24,24
3560,71.12493515,58.34993362,37.84993339,57.1249342,44.84993315,31.9249332,12.69993347,47.27493453,57.44993353,30.24993372,28.17493272,30.94993329,3,3/18/2078,3/24/2078,2078,0,Rainy,2080s,24,24,24,24,24,24,24,24,24,24,24,24
3561,5.549988747,4.574988842,2.949988842,4.474988937,3.499988794,2.499988794,0.999988854,3.699988842,4.499989033,2.374988794,2.199988842,2.424988747,3,3/25/2078,3/31/2078,2078,0,Rainy,2080s,28,28,28,28,28,28,28,28,28,28,28,28
3562,60.89996576,48.72496605,33.47496796,77.94996691,50.94996691,60.97496843,30.69996691,28.62496686,55.27496719,29.92496753,65.99996614,51.04996824,4,4/1/2078,4/7/2078,2078,1,Dry,2080s,27,27,27,27,27,27,27,27,27,27,27,27
3563,0,0,0,0,0,0,0,0,0,0,0,0,4,4/8/2078,4/14/2078,2078,0,Dry,2080s,29,29,29,29,29,29,29,29,29,29,29,29
3564,27.64996624,22.12496734,15.19996691,35.37496781,23.12496638,27.67496777,13.92496681,12.99996626,25.12496781,13.59996617,29.97496748,23.17496753,4,4/15/2078,4/21/2078,2078,0,Dry,2080s,32,32,32,32,32,32,32,32,32,32,32,32
3565,125.7499475,100.6249452,69.09994555,160.9249477,105.1749468,125.8499479,63.37494469,59.12494564,114.1249456,61.82494521,136.2999473,105.3999457,4,4/22/2078,4/28/2078,2078,0,Dry,2080s,29,29,29,29,29,29,29,29,29,29,29,29
3566,5.674955547,13.9499557,4.149955243,12.59995556,4.524955511,8.674955487,7.149955511,5.649955451,7.149955511,6.974955648,10.04995543,8.349955618,5,4/29/2078,5/5/2078,2078,0,Dry,2080s,29,29,29,29,29,29,29,29,29,29,29,29
3567,24.74993336,60.5999341,17.97493333,54.67493397,19.62493336,37.67493355,31.09993303,24.59993339,31.14993274,30.34993273,43.67493331,36.27493364,5,5/6/2078,5/12/2078,2078,0,Dry,2080s,29,29,29,29,29,29,29,29,29,29,29,29
3568,23.24993348,56.84993365,16.84993339,51.34993291,18.3999331,35.34993424,29.17493384,23.12493348,29.24993365,28.49993385,40.97493309,34.02493383,5,5/13/2078,5/19/2078,2078,0,Dry,2080s,30,29,30,29,30,29,30,30,30,30,29,29
3569,14.07494462,34.44994426,10.24994451,31.09994507,11.14994407,21.42494428,17.69994438,13.97494435,17.69994438,17.27494454,24.82494438,20.64994371,5,5/20/2078,5/26/2078,2078,1,Dry,2080s,31,30,31,30,31,30,31,31,31,31,30,30
3570,27.19995576,66.54995728,19.749955,60.09995556,21.54995611,41.42495632,34.14995569,27.02495557,34.19995534,33.3499561,47.94995677,39.8249563,6,5/27/2078,6/2/2078,2078,0,Dry,2080s,28,27,28,27,28,27,28,28,28,28,27,27
3571,18.19992192,26.02492228,21.24992214,14.099922,1.924921805,24.14992228,37.47492233,18.44992192,4.974921707,20.42492168,19.8749222,19.14992182,6,6/3/2078,6/9/2078,2078,0,Dry,2080s,28,27,28,27,28,27,28,28,28,28,27,27
3572,0.474988818,0.674988806,0.549988806,0.349988818,0.049988825,0.624988854,0.949988842,0.474988818,0.124988824,0.52498883,0.499988824,0.499988824,6,6/10/2078,6/16/2078,2078,0,Dry,2080s,22,20,22,21,26,20,21,22,23,22,21,21
3573,2.52498889,3.599988937,2.924988985,1.949988842,0.27498883,3.324988842,5.149989128,2.549988747,0.674988806,2.824988842,2.749988794,2.64998889,6,6/17/2078,6/23/2078,2078,0,Dry,2080s,26,24,26,25,31,24,25,26,28,26,25,25
3574,58.47493219,83.52493358,68.07493412,45.19993401,6.124933138,77.29993403,120.049937,59.24993229,15.97493309,65.5249325,63.74993515,61.37493324,6,6/24/2078,6/30/2078,2078,0,Dry,2080s,27,25,27,26,33,25,26,27,29,27,26,26
3575,0,0,0,0,0,0,0,0,0,0,0,0,7,7/1/2078,7/7/2078,2078,1,Dry,2080s,28,26,28,27,35,26,27,28,30,28,27,27
3576,60.54995584,49.44995499,67.64995527,102.5499563,1.424955308,31.84995627,18.12495577,96.97495651,61.1499567,36.67495561,35.94995522,36.34995556,7,7/8/2078,7/14/2078,2078,0,Dry,2080s,31,29,31,30,39,29,30,31,33,31,30,30
3577,0,0,0,0,0,0,0,0,0,0,0,0,7,7/15/2078,7/21/2078,2078,0,Dry,2080s,35,34,35,35,43,34,34,35,37,35,35,35
3578,5.674988747,4.649989128,6.349988937,9.624988556,0.124988824,2.999988794,1.699988842,9.099988937,5.724988937,3.449988842,3.374988794,3.39998889,7,7/22/2078,7/28/2078,2078,0,Dry,2080s,38,37,38,38,47,37,37,38,40,38,38,38
3579,1.94996655,0.049977649,3.82496649,9.749966621,1.024966508,5.599966407,3.599966466,4.624966443,4.82496655,6.274966419,1.624966457,1.224966452,8,7/29/2078,8/4/2078,2078,0,Dry,2080s,41,42,41,41,50,40,40,41,43,41,41,41
3580,0.39998883,0.024988825,0.77498883,1.974988818,0.199988827,1.124988794,0.724988818,0.924988866,0.974988818,1.249988794,0.324988842,0.249988824,8,8/5/2078,8/11/2078,2078,0,Dry,2080s,43,47,43,43,50,43,43,43,44,43,43,44
3581,11.52497756,0.499977667,22.8249774,58.14997816,6.099977672,33.39997864,21.4499774,27.39997816,28.74997854,37.19997907,9.674977779,7.324977696,8,8/12/2078,8/18/2078,2078,0,Dry,2080s,44,48,44,44,50,44,44,44,44,44,44,45
3582,0.574988842,0.024988825,1.124988794,2.849988937,0.299988836,1.624988794,1.049988866,1.349988818,1.39998889,1.824988842,0.474988818,0.349988818,8,8/19/2078,8/25/2078,2078,0,Dry,2080s,44,49,44,44,49,44,44,44,44,44,44,45
3583,13.19994439,0.474966481,22.97495592,58.57495737,6.149955183,33.62495619,21.62495613,27.62495613,28.94995487,37.47495621,9.774955258,7.374955475,9,8/26/2078,9/1/2078,2078,0,Dry,2080s,45,54,45,45,50,45,45,45,45,45,46,47
3584,32.39994502,0.349988818,2.77498889,1.799988866,4.599988937,2.624988794,5.074988842,1.89998889,0.27498883,3.64998889,4.899989128,0.89998883,9,9/2/2078,9/8/2078,2078,1,Dry,2080s,43,53,44,44,49,44,44,44,44,44,45,46
3585,37.07497907,0.14998883,1.174988866,0.77498883,1.949988842,1.124988794,2.14998889,0.799988866,0.099988826,1.549988866,2.074988842,0.374988824,9,9/9/2078,9/15/2078,2078,0,Dry,2080s,40,56,47,47,51,47,47,47,47,47,48,49
3586,8.649966717,6.324955184,51.14995527,33.07495698,84.42495757,48.1249567,93.37495661,34.84995636,4.874955494,67.09995353,90.2499572,16.67495531,9,9/16/2078,9/22/2078,2078,0,Dry,2080s,40,56,46,46,50,46,46,46,47,46,47,48
3587,54.74997902,7.874944419,63.47494376,40.97494453,104.7249464,59.7499429,115.7999427,43.24994451,6.049944319,83.19994473,111.9249438,20.69994479,9,9/23/2078,9/29/2078,2078,0,Dry,2080s,38,53,42,42,46,42,42,42,44,42,43,45
3588,21.77497864,33.34997749,83.17498779,21.37497807,31.57497787,41.09997749,21.82497787,20.07497787,41.52497864,15.92497826,39.27497864,16.6749773,10,9/30/2078,10/6/2078,2078,0,Rainy,2080s,38,50,41,40,43,40,40,40,43,40,41,43
3589,0,0,287.5999641,0,0,0,0,0,0,0,0,0,10,10/7/2078,10/13/2078,2078,1,Rainy,2080s,38,48,41,40,41,40,40,40,43,40,41,42
3590,0,0,151.0749817,0,0,0,0,0,0,0,0,0,10,10/14/2078,10/20/2078,2078,0,Rainy,2080s,40,49,40,42,43,42,42,42,45,42,43,44
3591,73.84998035,113.0499783,141.8249331,72.49997997,107.0999794,139.374979,74.04997826,68.09997845,140.8999767,54.0499773,133.1999836,56.5499773,10,10/21/2078,10/27/2078,2078,0,Rainy,2080s,41,49,38,43,44,43,43,43,46,43,44,45
3592,257.574934,356.0999327,133.1999483,251.5499353,417.8499432,433.4999485,337.549942,317.5999374,494.2749233,178.5499325,436.3999443,172.5499372,11,10/28/2078,11/3/2078,2078,0,Rainy,2080s,42,47,36,44,44,44,44,44,47,44,44,45
3593,167.9249277,133.474924,194.9249219,160.7999241,387.4499278,146.6249248,425.6499228,414.749922,329.8749323,90.77492309,211.8499211,48.62492213,11,11/4/2078,11/10/2078,2078,0,Rainy,2080s,40,42,32,39,39,39,39,39,42,39,39,40
3594,22.07493293,17.52493346,25.59993351,21.12493336,50.89993405,19.24993336,55.92493367,54.47493243,43.34993339,11.94993317,27.84993362,6.374933034,11,11/11/2078,11/17/2078,2078,1,Rainy,2080s,38,36,26,33,33,33,33,33,36,33,33,34
3595,60.29993343,47.92493343,69.97493362,57.72493505,139.1249361,52.6249342,152.7999372,148.8749342,118.4249344,32.624933,76.04993582,17.47493303,11,11/18/2078,11/24/2078,2078,0,Rainy,2080s,34,32,23,30,30,30,30,30,32,30,30,31
3596,21.42495584,18.17495513,15.62495589,17.29995561,34.62495518,15.0999558,35.72495651,32.92495632,29.12495518,12.54995537,20.9499557,9.424955249,12,11/25/2078,12/1/2078,2078,0,Rainy,2080s,29,29,22,29,29,29,29,29,29,29,29,29
3597,151.2249489,137.4249458,34.09994411,94.89994717,121.9749441,76.8249445,98.59994555,67.1999445,98.59994555,96.62494707,97.62494612,92.74994564,12,12/2/2078,12/8/2078,2078,0,Rainy,2080s,29,29,21,29,29,29,29,29,29,29,29,29
3598,134.8749599,122.5499575,30.39995581,84.62495351,108.7749569,68.47495651,87.94995618,59.89995718,87.92495465,86.17495346,87.04995728,82.69995642,12,12/9/2078,12/15/2078,2078,0,Rainy,2080s,24,24,19,24,24,24,24,24,24,24,24,24
3599,190.4999447,173.1249485,42.94994593,119.5499449,153.6499405,96.77494621,124.2749462,84.64994526,124.174943,121.7749453,122.9749479,116.8249454,12,12/16/2078,12/22/2078,2078,0,Rainy,2080s,20,20,15,20,20,20,20,20,20,20,20,20
3600,120.8749542,109.8249569,27.22495556,75.84995604,97.47495651,61.3999567,78.82495689,53.67495584,78.77495575,77.24995589,77.99995542,74.12495637,12,12/23/2078,12/29/2078,2078,1,Rainy,2080s,15,15,16,15,15,15,15,15,15,15,15,15
3601,54.67494464,41.82494521,42.47494435,28.69994515,38.04994559,44.17494452,35.49994451,24.37494498,27.52494395,41.89994574,20.24994424,19.69994414,12,12/30/2078,1/5/2079,2078,1,Rainy,2080s,17,17,17,17,17,17,17,17,17,17,17,17
3602,87.92494535,65.1999464,76.42494535,44.59994555,59.57494497,75.44994402,57.04994392,39.14994454,42.14994478,69.29994392,28.49994445,27.9249444,1,1/6/2079,1/12/2079,2079,0,Rainy,2080s,19,19,19,19,19,19,19,19,19,19,19,19
3603,23.59996614,17.47496638,20.49996737,11.94996689,15.94996661,20.22496665,15.29996699,10.49996646,11.29996632,18.57496643,7.649966389,7.499966413,1,1/13/2079,1/19/2079,2079,0,Rainy,2080s,21,21,21,22,21,21,21,22,22,21,22,22
3604,141.9499228,105.224921,123.3999245,72.04992223,96.14992189,121.8499236,92.09992504,63.24992263,68.07492363,111.8249245,46.07492149,45.14992285,1,1/20/2079,1/26/2079,2079,0,Rainy,2080s,22,22,22,23,22,22,22,23,23,22,23,23
3605,183.9499235,127.2499237,162.8999252,121.3999226,142.7999249,182.6999254,123.0999241,115.7249236,121.6999228,152.1749239,150.64992,73.19992232,2,1/27/2079,2/2/2079,2079,0,Rainy,2080s,21,21,21,22,21,21,21,22,22,21,22,22
3606,38.94998932,20.87498856,36.47499084,44.39999008,42.34999084,55.24998856,28.5499897,47.04998779,48.14999008,37.04998779,92.6499939,25.2999897,2,2/3/2079,2/9/2079,2079,0,Rainy,2080s,21,21,21,22,21,21,21,22,22,21,22,22
3607,0,0,0,0,0,0,0,0,0,0,0,0,2,2/10/2079,2/16/2079,2079,0,Rainy,2080s,23,23,23,24,23,23,23,24,24,23,24,24
3608,175.7749252,94.17492247,164.6499252,200.4249268,191.1999273,249.349926,128.9249229,212.3749218,217.2499275,167.2749233,418.1249275,114.2499247,2,2/17/2079,2/23/2079,2079,0,Rainy,2080s,24,24,24,25,24,24,24,25,25,24,25,25
3609,5.599966645,4.699966431,7.949966669,10.64996648,9.099966526,10.97496676,10.84996676,7.474966764,7.024966717,8.349966526,13.02496648,8.649966598,3,2/24/2079,3/2/2079,2079,0,Rainy,2080s,25,25,25,26,25,25,25,26,26,25,26,26
3610,21.47495615,24.57495499,40.54995632,56.99995494,46.29995561,53.57495785,67.07495666,31.34995544,27.42495656,43.37495661,49.07495761,52.12495494,3,3/3/2079,3/9/2079,2079,0,Rainy,2080s,25,25,25,26,25,25,25,26,26,25,26,26
3611,58.64992332,67.04992247,110.7249212,155.5499206,126.3749237,146.1749272,183.0249267,85.54992485,74.8249228,118.3499238,133.9499221,142.1999235,3,3/10/2079,3/16/2079,2079,0,Rainy,2080s,24,24,24,25,24,24,24,25,25,24,25,25
3612,18.72494417,21.37494493,35.29994488,49.57494509,40.2749449,46.57494414,58.34994364,27.24994528,23.87494361,37.74994469,42.67494428,45.3249445,3,3/17/2079,3/23/2079,2079,0,Rainy,2080s,24,24,24,24,24,24,24,24,24,24,24,24
3613,24.07493329,27.47493362,45.37493372,63.79993391,51.79993343,59.92493343,75.04993391,35.07493305,30.67493367,48.52493382,54.87493324,58.29993343,3,3/24/2079,3/30/2079,2079,0,Rainy,2080s,23,23,23,23,23,23,23,23,23,23,23,23
3614,22.44993281,22.49993348,27.19993305,24.89993286,20.1249336,7.349933028,20.499933,13.64993322,33.6749332,15.47493303,25.02493334,19.22493315,4,3/31/2079,4/6/2079,2079,0,Dry,2080s,24,24,24,24,24,24,24,24,24,24,24,24
3615,97.1749227,97.52492404,117.824924,107.849925,87.07492328,31.82492203,88.82492304,59.0499233,145.9749246,67.07492304,108.324924,83.27492118,4,4/7/2079,4/13/2079,2079,0,Dry,2080s,22,22,22,22,22,22,22,22,22,22,22,22
3616,52.14994383,52.29994583,63.1999464,57.8249445,46.67494488,17.02494442,47.64994478,31.67494488,78.27494717,35.97494555,58.09994507,44.67494488,4,4/14/2079,4/20/2079,2079,0,Dry,2080s,15,15,15,15,15,15,15,15,15,15,15,15
3617,0,0,0,0,0,0,0,0,0,0,0,0,4,4/21/2079,4/27/2079,2079,1,Dry,2080s,18,18,18,18,18,18,18,18,18,18,18,18
3618,24.599967,14.94996691,4.349966586,3.949966669,9.799966693,19.77496672,27.2499671,13.47496676,14.99996662,28.29996681,7.874966502,7.349966288,5,4/28/2079,5/4/2079,2079,0,Dry,2080s,20,20,20,20,20,20,20,20,20,20,20,20
3619,20.64995551,12.54995537,3.624955356,3.274955362,8.199955642,16.59995532,22.8499558,11.3249554,12.54995537,23.74995494,6.599955469,6.149955451,5,5/5/2079,5/11/2079,2079,0,Dry,2080s,19,19,19,19,19,19,19,19,19,19,19,19
3620,0,0,0,0,0,0,0,0,0,0,0,0,5,5/12/2079,5/18/2079,2079,0,Dry,2080s,26,26,26,26,26,26,26,26,26,26,26,26
3621,68.99996662,41.97496653,12.14996684,10.99996638,27.42496634,55.52496815,76.42496681,37.79996824,42.02496767,79.32497025,22.07496715,20.54996657,5,5/19/2079,5/25/2079,2079,1,Dry,2080s,28,28,28,28,28,28,28,28,28,28,28,28
3622,110.8749347,67.47493362,19.49993336,17.69993317,44.12493372,89.22493505,122.824934,60.77493453,67.54993534,127.4749312,35.4749341,33.04993391,6,5/26/2079,6/1/2079,2079,0,Dry,2080s,28,28,28,28,28,28,28,28,28,28,28,28
3623,2.824955285,3.449955404,6.699955344,7.124955177,8.449955344,6.624955297,11.6249553,1.674955338,3.374955416,6.949955463,1.124955326,1.84995532,6,6/2/2079,6/8/2079,2079,0,Dry,2080s,30,30,30,30,30,30,30,30,30,30,31,30
3624,17.02494419,20.82494473,40.34994364,43.09994555,50.92494416,39.92494559,69.97494483,10.07494396,20.22494447,41.82494426,6.774944216,11.12494409,6,6/9/2079,6/15/2079,2079,0,Dry,2080s,32,32,32,32,32,32,32,32,32,32,33,32
3625,11.64994442,14.3249445,27.67494476,29.57494426,34.97494435,27.37494469,48.04994512,6.899944216,13.87494415,28.69994354,4.674944162,7.674944162,6,6/16/2079,6/22/2079,2079,0,Dry,2080s,33,33,33,33,33,33,33,33,33,33,34,33
3626,20.92494419,25.62494421,49.57494479,52.92494321,62.57494497,49.04994583,85.97494614,12.349944,24.84994492,51.34994459,8.349944279,13.69994378,6,6/23/2079,6/29/2079,2079,0,Dry,2080s,30,30,30,30,30,30,30,30,30,30,31,30
3627,13.59995532,25.12495524,14.02495551,18.84995556,50.57495487,21.74995613,13.94995546,11.49995536,6.649955332,32.04995513,59.1249543,32.82495508,7,6/30/2079,7/6/2079,2079,1,Dry,2080s,26,26,26,26,26,26,26,26,26,26,29,26
3628,11.29996681,21.099967,11.12496686,15.22496623,42.24996638,17.72496623,10.3749668,9.649966747,5.224966586,26.54996669,50.59996653,27.92496598,7,7/7/2079,7/13/2079,2079,0,Dry,2080s,26,26,26,26,26,26,26,26,26,26,29,26
3629,3.924977779,7.324977994,3.874977827,5.299977541,14.69997811,6.149977803,3.624977767,3.374977708,1.79997769,9.22497797,17.62497735,9.72497797,7,7/14/2079,7/20/2079,2079,0,Dry,2080s,25,25,25,25,25,25,25,25,25,25,28,25
3630,3.849977732,7.174977779,3.774977684,5.174977779,14.34997797,6.024977684,3.524977684,3.274977803,1.774977624,8.999977827,17.19997787,9.474977732,7,7/21/2079,7/27/2079,2079,0,Dry,2080s,26,26,26,26,26,26,26,26,26,26,29,26
